codigo,secao_id,secao,grupo_id,grupo_descricao,classe_id,classe_observacoes,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just,mei_iss_fixo_das,mei_icms_fixo_das,risco_baixo_cgsim,risco_cgsim_desc_oficial,vedado_simples_cgsn_anexo_vi,ambiguo_simples_cgsn_anexo_vii,anexo_fator_r_confianca,iss_bh_aliquota,iss_bh_varia,iss_bh_detalhe,conselho_fonte,conselho_confianca,exige_registro_setorial,registro_setorial_qual,registro_setorial_fonte,motivo_nao_atende_fala,familia_rotulo
4520003,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,452,MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES,45200,"Esta classe compreende - a manutenção e reparação de veículos automotores: | #- reparações mecânicas e elétricas | #- reparações em sistemas de injeção eletrônica | #- lanternagem ou funilaria e pintura | #- lavagem, lubrificação e polimento | #- serviços de borracheiros ou gomarias | #- vidros para veículos | #- serviços de capoteiros | #- serviços de alinhamento e balanceamento de veículos automotores | #- instalação ou substituição de peças e de acessórios, não associados a venda ou a fabricação | #- manutenção e reparação de ar-condicionado para veículos automotores | #- colocação de películas de insulfilm em veículos automotores || Esta classe compreende ainda - os serviços de conversão de motores de veículos automotores | - a adaptação de veículos, em oficinas mecânicas, para necessidades especiais de deficientes físicos e similares || Esta classe NÃO compreende - a manutenção e reparação de motocicletas e motonetas (45.43-9) e de bicicletas (95.29-1) | - a recauchutagem de pneumáticos (22.12-9) | - o recondicionamento ou retífica de motores (29.50-6) | - a blindagem de veículos automotores (29.30-1) | - os serviços de guincho (reboque de veículos automotores) e assistência no local (52.29-0) | - a instalação ou substituição de peças e acessórios para veículos, associado à venda (45.30-7) | - a manutenção de tratores agrícolas e não agrícolas (33.14-7)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),S,N,sim,Serviços de manutenção e reparação elétrica de veículos automotores,nao,nao,,5,nao,"Lubrificação, limpeza, lustração, revisão, conserto, restauração, blindagem, alinhamento, balanceamento, manutenção e conservação de embarcações, aeronaves e veículos  em geral (exceto peças e partes empregadas, que ficam sujeitas ao ICMS). (CTISS 1401-0/02-88, LC116 14.01, 5%) || Assistência técnica (CTISS 1402-0/01-88, LC116 14.02, 5%) || Funilaria e lanternagem. (CTISS 1412-0/01-88, LC116 14.12, 5%)",,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4520004,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,452,MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES,45200,"Esta classe compreende - a manutenção e reparação de veículos automotores: | #- reparações mecânicas e elétricas | #- reparações em sistemas de injeção eletrônica | #- lanternagem ou funilaria e pintura | #- lavagem, lubrificação e polimento | #- serviços de borracheiros ou gomarias | #- vidros para veículos | #- serviços de capoteiros | #- serviços de alinhamento e balanceamento de veículos automotores | #- instalação ou substituição de peças e de acessórios, não associados a venda ou a fabricação | #- manutenção e reparação de ar-condicionado para veículos automotores | #- colocação de películas de insulfilm em veículos automotores || Esta classe compreende ainda - os serviços de conversão de motores de veículos automotores | - a adaptação de veículos, em oficinas mecânicas, para necessidades especiais de deficientes físicos e similares || Esta classe NÃO compreende - a manutenção e reparação de motocicletas e motonetas (45.43-9) e de bicicletas (95.29-1) | - a recauchutagem de pneumáticos (22.12-9) | - o recondicionamento ou retífica de motores (29.50-6) | - a blindagem de veículos automotores (29.30-1) | - os serviços de guincho (reboque de veículos automotores) e assistência no local (52.29-0) | - a instalação ou substituição de peças e acessórios para veículos, associado à venda (45.30-7) | - a manutenção de tratores agrícolas e não agrícolas (33.14-7)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),,,sim,Serviços de alinhamento e balanceamento de veículos automotores,nao,nao,,5,nao,"Lubrificação, limpeza, lustração, revisão, conserto, restauração, blindagem, alinhamento, balanceamento, manutenção e conservação de embarcações, aeronaves e veículos  em geral (exceto peças e partes empregadas, que ficam sujeitas ao ICMS). (CTISS 1401-0/02-88, LC116 14.01, 5%) || Assistência técnica (CTISS 1402-0/01-88, LC116 14.02, 5%)",,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4520005,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,452,MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES,45200,"Esta classe compreende - a manutenção e reparação de veículos automotores: | #- reparações mecânicas e elétricas | #- reparações em sistemas de injeção eletrônica | #- lanternagem ou funilaria e pintura | #- lavagem, lubrificação e polimento | #- serviços de borracheiros ou gomarias | #- vidros para veículos | #- serviços de capoteiros | #- serviços de alinhamento e balanceamento de veículos automotores | #- instalação ou substituição de peças e de acessórios, não associados a venda ou a fabricação | #- manutenção e reparação de ar-condicionado para veículos automotores | #- colocação de películas de insulfilm em veículos automotores || Esta classe compreende ainda - os serviços de conversão de motores de veículos automotores | - a adaptação de veículos, em oficinas mecânicas, para necessidades especiais de deficientes físicos e similares || Esta classe NÃO compreende - a manutenção e reparação de motocicletas e motonetas (45.43-9) e de bicicletas (95.29-1) | - a recauchutagem de pneumáticos (22.12-9) | - o recondicionamento ou retífica de motores (29.50-6) | - a blindagem de veículos automotores (29.30-1) | - os serviços de guincho (reboque de veículos automotores) e assistência no local (52.29-0) | - a instalação ou substituição de peças e acessórios para veículos, associado à venda (45.30-7) | - a manutenção de tratores agrícolas e não agrícolas (33.14-7)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),S,N,sim,"Serviços de lavagem, lubrificação e polimento de veículos automotores",nao,nao,,5,nao,"Lubrificação, limpeza, lustração, revisão, conserto, restauração, blindagem, alinhamento, balanceamento, manutenção e conservação de embarcações, aeronaves e veículos  em geral (exceto peças e partes empregadas, que ficam sujeitas ao ICMS). (CTISS 1401-0/02-88, LC116 14.01, 5%) || Pintura, polimento, envelopamento e tratamento de superfície de aeronaves, embarcações e veículos em geral (CTISS 1405-0/02-88, LC116 14.05, 5%) || Lavagem, higienização e imunização de aeronaves, embarcações e veículos em geral (CTISS 1405-0/05-88, LC116 14.05, 5%)",,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4520007,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,452,MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES,45200,"Esta classe compreende - a manutenção e reparação de veículos automotores: | #- reparações mecânicas e elétricas | #- reparações em sistemas de injeção eletrônica | #- lanternagem ou funilaria e pintura | #- lavagem, lubrificação e polimento | #- serviços de borracheiros ou gomarias | #- vidros para veículos | #- serviços de capoteiros | #- serviços de alinhamento e balanceamento de veículos automotores | #- instalação ou substituição de peças e de acessórios, não associados a venda ou a fabricação | #- manutenção e reparação de ar-condicionado para veículos automotores | #- colocação de películas de insulfilm em veículos automotores || Esta classe compreende ainda - os serviços de conversão de motores de veículos automotores | - a adaptação de veículos, em oficinas mecânicas, para necessidades especiais de deficientes físicos e similares || Esta classe NÃO compreende - a manutenção e reparação de motocicletas e motonetas (45.43-9) e de bicicletas (95.29-1) | - a recauchutagem de pneumáticos (22.12-9) | - o recondicionamento ou retífica de motores (29.50-6) | - a blindagem de veículos automotores (29.30-1) | - os serviços de guincho (reboque de veículos automotores) e assistência no local (52.29-0) | - a instalação ou substituição de peças e acessórios para veículos, associado à venda (45.30-7) | - a manutenção de tratores agrícolas e não agrícolas (33.14-7)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),S,N,sim,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",nao,nao,,5,nao,"Lubrificação, limpeza, lustração, revisão, conserto, restauração, blindagem, alinhamento, balanceamento, manutenção e conservação de embarcações, aeronaves e veículos  em geral (exceto peças e partes empregadas, que ficam sujeitas ao ICMS). (CTISS 1401-0/02-88, LC116 14.01, 5%) || Assistência técnica (CTISS 1402-0/01-88, LC116 14.02, 5%) || Instalação de acessórios em geral para veículos, prestada ao usuário final exclusivamente com material por ele fornecido (CTISS 1406-0/03-88, LC116 14.06, 5%)",,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4520008,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,452,MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES,45200,"Esta classe compreende - a manutenção e reparação de veículos automotores: | #- reparações mecânicas e elétricas | #- reparações em sistemas de injeção eletrônica | #- lanternagem ou funilaria e pintura | #- lavagem, lubrificação e polimento | #- serviços de borracheiros ou gomarias | #- vidros para veículos | #- serviços de capoteiros | #- serviços de alinhamento e balanceamento de veículos automotores | #- instalação ou substituição de peças e de acessórios, não associados a venda ou a fabricação | #- manutenção e reparação de ar-condicionado para veículos automotores | #- colocação de películas de insulfilm em veículos automotores || Esta classe compreende ainda - os serviços de conversão de motores de veículos automotores | - a adaptação de veículos, em oficinas mecânicas, para necessidades especiais de deficientes físicos e similares || Esta classe NÃO compreende - a manutenção e reparação de motocicletas e motonetas (45.43-9) e de bicicletas (95.29-1) | - a recauchutagem de pneumáticos (22.12-9) | - o recondicionamento ou retífica de motores (29.50-6) | - a blindagem de veículos automotores (29.30-1) | - os serviços de guincho (reboque de veículos automotores) e assistência no local (52.29-0) | - a instalação ou substituição de peças e acessórios para veículos, associado à venda (45.30-7) | - a manutenção de tratores agrícolas e não agrícolas (33.14-7)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),S,N,sim,Serviços de capotaria,nao,nao,,5,nao,"Lubrificação, limpeza, lustração, revisão, conserto, restauração, blindagem, alinhamento, balanceamento, manutenção e conservação de embarcações, aeronaves e veículos  em geral (exceto peças e partes empregadas, que ficam sujeitas ao ICMS). (CTISS 1401-0/02-88, LC116 14.01, 5%) || Assistência técnica (CTISS 1402-0/01-88, LC116 14.02, 5%)",,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4530701,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,453,COMÉRCIO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,45307,"Esta classe compreende - o comércio atacadista e varejista de peças e acessórios, para veículos automotores, novos e usados, tais como: | #- motores completos e recondicionados | #- pneumáticos e câmaras-de-ar | #- baterias | #- amortecedores | #- silenciosos | #- peças e acessórios para carrocerias | #- capas, capotas para veículos automotores | #- vidros e espelhos para veículos automotores | #- bancos e estofados para veículos automotores | #- ar-condicionado para veículos automotores; peças e acessórios | #- outras peças e acessórios para veículos automotores || Esta classe compreende ainda - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de peças e acessórios para veículos automotores | - a instalação de equipamentos para rastreamento de veículos por satélite, associado à venda || Esta classe NÃO compreende - o comércio atacadista e varejista de peças e acessórios, novos e usados, para motocicletas e motonetas (45.41-2) | - o comércio varejista e atacadista de peças e acessórios, novos e usados, para bicicletas (47.63-6) e (46.49-4) | - o comércio atacadista de peças, pneus e câmaras-de-ar para tratores agrícolas (46.61-3) | - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de motocicletas; partes, peças e acessórios (45.42-1)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4530702,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,453,COMÉRCIO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,45307,"Esta classe compreende - o comércio atacadista e varejista de peças e acessórios, para veículos automotores, novos e usados, tais como: | #- motores completos e recondicionados | #- pneumáticos e câmaras-de-ar | #- baterias | #- amortecedores | #- silenciosos | #- peças e acessórios para carrocerias | #- capas, capotas para veículos automotores | #- vidros e espelhos para veículos automotores | #- bancos e estofados para veículos automotores | #- ar-condicionado para veículos automotores; peças e acessórios | #- outras peças e acessórios para veículos automotores || Esta classe compreende ainda - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de peças e acessórios para veículos automotores | - a instalação de equipamentos para rastreamento de veículos por satélite, associado à venda || Esta classe NÃO compreende - o comércio atacadista e varejista de peças e acessórios, novos e usados, para motocicletas e motonetas (45.41-2) | - o comércio varejista e atacadista de peças e acessórios, novos e usados, para bicicletas (47.63-6) e (46.49-4) | - o comércio atacadista de peças, pneus e câmaras-de-ar para tratores agrícolas (46.61-3) | - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de motocicletas; partes, peças e acessórios (45.42-1)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4530703,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,453,COMÉRCIO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,45307,"Esta classe compreende - o comércio atacadista e varejista de peças e acessórios, para veículos automotores, novos e usados, tais como: | #- motores completos e recondicionados | #- pneumáticos e câmaras-de-ar | #- baterias | #- amortecedores | #- silenciosos | #- peças e acessórios para carrocerias | #- capas, capotas para veículos automotores | #- vidros e espelhos para veículos automotores | #- bancos e estofados para veículos automotores | #- ar-condicionado para veículos automotores; peças e acessórios | #- outras peças e acessórios para veículos automotores || Esta classe compreende ainda - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de peças e acessórios para veículos automotores | - a instalação de equipamentos para rastreamento de veículos por satélite, associado à venda || Esta classe NÃO compreende - o comércio atacadista e varejista de peças e acessórios, novos e usados, para motocicletas e motonetas (45.41-2) | - o comércio varejista e atacadista de peças e acessórios, novos e usados, para bicicletas (47.63-6) e (46.49-4) | - o comércio atacadista de peças, pneus e câmaras-de-ar para tratores agrícolas (46.61-3) | - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de motocicletas; partes, peças e acessórios (45.42-1)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),N,S,sim,Comércio a varejo de peças e acessórios novos para veículos automotores,nao,nao,,,,,,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4623101,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,462,COMÉRCIO ATACADISTA DE MATÉRIAS-PRIMAS AGRÍCOLAS E ANIMAIS VIVOS,46231,"Esta classe compreende - o comércio atacadista de: | #- animais vivos: bovinos, suínos, caprinos, ovinos, eqüinos, etc | #- alimentos para animais: rações e outros produtos alimentícios, inclusive para animais de estimação | #- couros, lãs, peles e outros subprodutos não-comestíveis de origem animal: chifres, ossos, crinas, penas e plumas, etc. | #- matérias-primas agrícolas: cana-de-açúcar, algodão, fumo em folha não beneficiado, cacau em baga, sisal, fios e fibras ##têxteis não beneficiadas, etc. | #- sementes para lavouras, flores, plantas e gramas | #- outras matérias-primas agrícolas ou animal referentes a esta classe || Esta classe compreende ainda - o comércio atacadista de sub-produtos do abate de animais com beneficiamento primário, tais como: | #- couros e peles em bruto e curtidos ou preparados para sua transformação | #- esterco de animais para adubo, não tratado e resíduos vegetais para alimentação animal | #- ervas medicinais em bruto | #- látex natural e borracha || Esta classe NÃO compreende - o comércio atacadista de: | #- carnes e produtos da carne (46.34-6) | #- leite e produtos do leite (46.31-1) | #- aves e pequenos animais vivos para alimentação (46.33-8) | #- produtos hortifrutigranjeiros (46.33-8) | #- cereais beneficiados (46.32-0) | #- fios e fibras têxteis beneficiadas (46.89-3) | #- produtos veterinários (46.44-3) | #- produtos químicos para uso na agricultura (46.84-2) | #- madeira em bruto (46.71-1) | #- café em grão (46.21-4) | #- soja (46.22-2) | #- óleo de soja em bruto e farelo de soja (10.41-4)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4530704,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,453,COMÉRCIO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,45307,"Esta classe compreende - o comércio atacadista e varejista de peças e acessórios, para veículos automotores, novos e usados, tais como: | #- motores completos e recondicionados | #- pneumáticos e câmaras-de-ar | #- baterias | #- amortecedores | #- silenciosos | #- peças e acessórios para carrocerias | #- capas, capotas para veículos automotores | #- vidros e espelhos para veículos automotores | #- bancos e estofados para veículos automotores | #- ar-condicionado para veículos automotores; peças e acessórios | #- outras peças e acessórios para veículos automotores || Esta classe compreende ainda - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de peças e acessórios para veículos automotores | - a instalação de equipamentos para rastreamento de veículos por satélite, associado à venda || Esta classe NÃO compreende - o comércio atacadista e varejista de peças e acessórios, novos e usados, para motocicletas e motonetas (45.41-2) | - o comércio varejista e atacadista de peças e acessórios, novos e usados, para bicicletas (47.63-6) e (46.49-4) | - o comércio atacadista de peças, pneus e câmaras-de-ar para tratores agrícolas (46.61-3) | - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de motocicletas; partes, peças e acessórios (45.42-1)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),N,S,sim,Comércio a varejo de peças e acessórios usados para veículos automotores,nao,nao,,,,,,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4530705,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,453,COMÉRCIO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,45307,"Esta classe compreende - o comércio atacadista e varejista de peças e acessórios, para veículos automotores, novos e usados, tais como: | #- motores completos e recondicionados | #- pneumáticos e câmaras-de-ar | #- baterias | #- amortecedores | #- silenciosos | #- peças e acessórios para carrocerias | #- capas, capotas para veículos automotores | #- vidros e espelhos para veículos automotores | #- bancos e estofados para veículos automotores | #- ar-condicionado para veículos automotores; peças e acessórios | #- outras peças e acessórios para veículos automotores || Esta classe compreende ainda - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de peças e acessórios para veículos automotores | - a instalação de equipamentos para rastreamento de veículos por satélite, associado à venda || Esta classe NÃO compreende - o comércio atacadista e varejista de peças e acessórios, novos e usados, para motocicletas e motonetas (45.41-2) | - o comércio varejista e atacadista de peças e acessórios, novos e usados, para bicicletas (47.63-6) e (46.49-4) | - o comércio atacadista de peças, pneus e câmaras-de-ar para tratores agrícolas (46.61-3) | - as atividades de representantes comerciais e agentes do comércio atacadista e varejista de motocicletas; partes, peças e acessórios (45.42-1)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),N,S,sim,Comércio a varejo de pneumáticos e câmaras-de-ar,nao,nao,,,,,,,nao,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
