linha,cnae_raw,cnae,descricao,anexo,fator_r,aliquota,atende,categoria_slug,flags,url
"105","6311900","6311900","Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet","III","Sim","6","Atende","atividades-de-prestacao-de-servicos-de-informacao","par_fator_r","/consulta-cnae/atividades-de-prestacao-de-servicos-de-informacao/6311900-tratamento-de-dados-provedores-de-servicos-de-aplicacao-e-servicos-de-hospedagem-na-internet/"
"106","6319400","6319400","Portais, provedores de conteúdo e outros serviços de informação na internet","V","Sim","15.5","Atende","atividades-de-prestacao-de-servicos-de-informacao","par_fator_r","/consulta-cnae/atividades-de-prestacao-de-servicos-de-informacao/6319400-portais-provedores-de-conteudo-e-outros-servicos-de-informacao-na-internet/"
"107","6319400","6319400","Portais, provedores de conteúdo e outros serviços de informação na internet","III","Sim","6","Atende","atividades-de-prestacao-de-servicos-de-informacao","par_fator_r","/consulta-cnae/atividades-de-prestacao-de-servicos-de-informacao/6319400-portais-provedores-de-conteudo-e-outros-servicos-de-informacao-na-internet/"
"108","6391700","6391700","Agências de notícias","III","Não","6","Atende","atividades-de-prestacao-de-servicos-de-informacao","","/consulta-cnae/atividades-de-prestacao-de-servicos-de-informacao/6391700-agencias-de-noticias/"
"109","6399200","6399200","Outras atividades de prestação de serviços de informação não especificadas anteriormente","III","Não","6","Atende","atividades-de-prestacao-de-servicos-de-informacao","","/consulta-cnae/atividades-de-prestacao-de-servicos-de-informacao/6399200-outras-atividades-de-prestacao-de-servicos-de-informacao-nao-especificadas-anteriormente/"
"110","6619302","6619302","Correspondentes de instituições financeiras","III","Não","6","Atende","atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude","","/consulta-cnae/atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude/6619302-correspondentes-de-instituicoes-financeiras/"
"111","6621501","6621501","Peritos e avaliadores de seguros","V","Sim","15.5","Atende","atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude","fator_r_sim_sem_par","/consulta-cnae/atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude/6621501-peritos-e-avaliadores-de-seguros/"
"112","6621502","6621502","Auditoria e consultoria atuarial","V","Sim","15.5","Atende","atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude","fator_r_sim_sem_par","/consulta-cnae/atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude/6621502-auditoria-e-consultoria-atuarial/"
"113","6622300","6622300","Corretores e agentes de seguros, de planos de previdência complementar e de saúde","III","Não","6","Atende","atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude","","/consulta-cnae/atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude/6622300-corretores-e-agentes-de-seguros-de-planos-de-previdencia-complementar-e-de-saude/"
"114","6629100","6629100","Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente","III","Não","6","Atende","atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude","","/consulta-cnae/atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude/6629100-atividades-auxiliares-dos-seguros-da-previdencia-complementar-e-dos-planos-de-saude-nao-especificadas-anteriormente/"
"115","6821801","6821801","Corretagem na compra e venda e avaliação de imóveis","III","Não","6","Atende","atividades-imobiliarias","","/consulta-cnae/atividades-imobiliarias/6821801-corretagem-na-compra-e-venda-e-avaliacao-de-imoveis/"
"116","6821802","6821802","Corretagem no aluguel de imóveis","III","Não","6","Atende","atividades-imobiliarias","","/consulta-cnae/atividades-imobiliarias/6821802-corretagem-no-aluguel-de-imoveis/"
"117","6911701","6911701","Serviços advocatícios","IV","Não","4.5","Atende","atividades-juridicas-de-contabilidade-e-de-auditoria","","/consulta-cnae/atividades-juridicas-de-contabilidade-e-de-auditoria/6911701-servicos-advocaticios/"
"118","6911703","6911703","Agente de propriedade industrial","V","Sim","15.5","Atende","atividades-juridicas-de-contabilidade-e-de-auditoria","fator_r_sim_sem_par","/consulta-cnae/atividades-juridicas-de-contabilidade-e-de-auditoria/6911703-agente-de-propriedade-industrial/"
"119","7020400","7020400","Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica","V","Sim","15.5","Atende","atividades-de-sedes-de-empresas-e-de-consultoria-em-gestao-empresarial","fator_r_sim_sem_par","/consulta-cnae/atividades-de-sedes-de-empresas-e-de-consultoria-em-gestao-empresarial/7020400-atividades-de-consultoria-em-gestao-empresarial-exceto-consultoria-tecnica-especifica/"
"120","7111100","7111100","Serviços de arquitetura","III","Sim","6","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7111100-servicos-de-arquitetura/"
"121","7112000","7112000","Serviços de engenharia","V","Sim","15.5","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7112000-servicos-de-engenharia/"
"122","7119701","7119701","Serviços de cartografia, topografia e geodésia","V","Sim","15.5","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7119701-servicos-de-cartografia-topografia-e-geodesia/"
"123","7119702","7119702","Atividades de estudos geológicos","V","Sim","15.5","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7119702-atividades-de-estudos-geologicos/"
"124","7119703","7119703","Serviços de desenho técnico relacionados à arquitetura e engenharia","V","Sim","15.5","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7119703-servicos-de-desenho-tecnico-relacionados-a-arquitetura-e-engenharia/"
"125","7119704","7119704","Serviços de perícia técnica relacionados à segurança do trabalho","V","Sim","15.5","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7119704-servicos-de-pericia-tecnica-relacionados-a-seguranca-do-trabalho/"
"126","7119799","7119799","Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente","V","Sim","15.5","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7119799-atividades-tecnicas-relacionadas-a-engenharia-e-arquitetura-nao-especificadas-anteriormente/"
"127","7120100","7120100","Testes e análises técnicas","V","Sim","15.5","Atende","servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas","fator_r_sim_sem_par","/consulta-cnae/servicos-de-arquitetura-e-engenharia-testes-e-analises-tecnicas/7120100-testes-e-analises-tecnicas/"
"128","7210000","7210000","Pesquisa e desenvolvimento experimental em ciências físicas e naturais","V","Sim","15.5","Atende","pesquisa-e-desenvolvimento-cientifico","fator_r_sim_sem_par","/consulta-cnae/pesquisa-e-desenvolvimento-cientifico/7210000-pesquisa-e-desenvolvimento-experimental-em-ciencias-fisicas-e-naturais/"
"129","7220700","7220700","Pesquisa e desenvolvimento experimental em ciências sociais e humanas","V","Sim","15.5","Atende","pesquisa-e-desenvolvimento-cientifico","fator_r_sim_sem_par","/consulta-cnae/pesquisa-e-desenvolvimento-cientifico/7220700-pesquisa-e-desenvolvimento-experimental-em-ciencias-sociais-e-humanas/"
"130","7311400","7311400","Agências de publicidade","V","Sim","15.5","Atende","publicidade-e-pesquisa-de-mercado","fator_r_sim_sem_par","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7311400-agencias-de-publicidade/"
"131","7312200","7312200","Agenciamento de espaços para publicidade exceto em veículos de comunicação","III","Não","6","Atende","publicidade-e-pesquisa-de-mercado","","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7312200-agenciamento-de-espacos-para-publicidade-exceto-em-veiculos-de-comunicacao/"
"132","7319001","7319001","Criação de estandes para feiras e exposições","V","Sim","15.5","Atende","publicidade-e-pesquisa-de-mercado","fator_r_sim_sem_par","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7319001-criacao-de-estandes-para-feiras-e-exposicoes/"
"133","7319002","7319002","Promoção de vendas","III","Não","6","Atende","publicidade-e-pesquisa-de-mercado","","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7319002-promocao-de-vendas/"
"134","7319003","7319003","Marketing direto","III","Não","6","Atende","publicidade-e-pesquisa-de-mercado","","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7319003-marketing-direto/"
"135","7319004","7319004","Consultoria em publicidade","V","Sim","15.5","Atende","publicidade-e-pesquisa-de-mercado","fator_r_sim_sem_par","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7319004-consultoria-em-publicidade/"
"136","7319099","7319099","Outras atividades de publicidade não especificadas anteriormente","III","Não","6","Atende","publicidade-e-pesquisa-de-mercado","","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7319099-outras-atividades-de-publicidade-nao-especificadas-anteriormente/"
"137","7320300","7320300","Pesquisas de mercado e de opinião pública","V","Sim","15.5","Atende","publicidade-e-pesquisa-de-mercado","fator_r_sim_sem_par","/consulta-cnae/publicidade-e-pesquisa-de-mercado/7320300-pesquisas-de-mercado-e-de-opiniao-publica/"
"138","7410202","7410202","Design de interiores","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","par_anomalo","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7410202-design-de-interiores/"
"139","7410202","7410202","Design de interiores","IV","Sim","4.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","par_anomalo","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7410202-design-de-interiores/"
"140","7410203","7410203","Design de produto","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","fator_r_sim_sem_par","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7410203-design-de-produto/"
"141","7410299","7410299","Atividades de design não especificadas anteriormente","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","fator_r_sim_sem_par","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7410299-atividades-de-design-nao-especificadas-anteriormente/"
"142","7420001","7420001","Atividades de produção de fotografias, exceto aérea e submarina","III","Não","6","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7420001-atividades-de-producao-de-fotografias-exceto-aerea-e-submarina/"
"143","7420002","7420002","Atividades de produção de fotografias aéreas e submarinas","III","Não","6","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7420002-atividades-de-producao-de-fotografias-aereas-e-submarinas/"
"144","7420003","7420003","Laboratórios fotográficos","III","Não","6","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7420003-laboratorios-fotograficos/"
"145","7420004","7420004","Filmagem de festas e eventos","III","Não","6","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7420004-filmagem-de-festas-e-eventos/"
"146","7420005","7420005","Serviços de microfilmagem","III","Não","6","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7420005-servicos-de-microfilmagem/"
"147","7490101","7490101","Serviços de tradução, interpretação e similares","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","fator_r_sim_sem_par","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7490101-servicos-de-traducao-interpretacao-e-similares/"
"148","7490102","7490102","Escafandria e mergulho","III","Não","6","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7490102-escafandria-e-mergulho/"
"149","7490103","7490103","Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","fator_r_sim_sem_par","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7490103-servicos-de-agronomia-e-de-consultoria-as-atividades-agricolas-e-pecuarias/"
"150","7490104","7490104","Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","fator_r_sim_sem_par","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7490104-atividades-de-intermediacao-e-agenciamento-de-servicos-e-negocios-em-geral-exceto-imobiliarios/"
"151","7490105","7490105","Agenciamento de profissionais para atividades esportivas, culturais e artísticas","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","fator_r_sim_sem_par","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7490105-agenciamento-de-profissionais-para-atividades-esportivas-culturais-e-artisticas/"
"152","7490199","7490199","Outras atividades profissionais, científicas e técnicas não especificadas anteriormente","V","Sim","15.5","Atende","outras-atividades-profissionais-cientificas-e-tecnicas","fator_r_sim_sem_par","/consulta-cnae/outras-atividades-profissionais-cientificas-e-tecnicas/7490199-outras-atividades-profissionais-cientificas-e-tecnicas-nao-especificadas-anteriormente/"
"153","7500100","7500100","Atividades veterinárias","V","Sim","15.5","Atende","atividades-veterinarias","fator_r_sim_sem_par","/consulta-cnae/atividades-veterinarias/7500100-atividades-veterinarias/"
"154","7721700","7721700","Aluguel de equipamentos recreativos e esportivos","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7721700-aluguel-de-equipamentos-recreativos-e-esportivos/"
"155","7722500","7722500","Aluguel de fitas de vídeo, dvds e similares","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7722500-aluguel-de-fitas-de-video-dvds-e-similares/"
"156","7723300","7723300","Aluguel de objetos do vestuário, jóias e acessórios","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7723300-aluguel-de-objetos-do-vestuario-joias-e-acessorios/"
"157","7729201","7729201","Aluguel de aparelhos de jogos eletrônicos","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7729201-aluguel-de-aparelhos-de-jogos-eletronicos/"
"158","7729202","7729202","Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7729202-aluguel-de-moveis-utensilios-e-aparelhos-de-uso-domestico-e-pessoal-instrumentos-musicais/"
"159","7729203","7729203","Aluguel de material médico","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7729203-aluguel-de-material-medico/"
"160","7729299","7729299","Aluguel de outros objetos pessoais e domésticos não especificados anteriormente","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7729299-aluguel-de-outros-objetos-pessoais-e-domesticos-nao-especificados-anteriormente/"
"161","7731400","7731400","Aluguel de máquinas e equipamentos agrícolas sem operador","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7731400-aluguel-de-maquinas-e-equipamentos-agricolas-sem-operador/"
"162","7732201","7732201","Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7732201-aluguel-de-maquinas-e-equipamentos-para-construcao-sem-operador-exceto-andaimes/"
"163","7732202","7732202","Aluguel de andaimes","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7732202-aluguel-de-andaimes/"
"164","7733100","7733100","Aluguel de máquinas e equipamentos para escritório","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7733100-aluguel-de-maquinas-e-equipamentos-para-escritorio/"
"165","7739001","7739001","Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739001-aluguel-de-maquinas-e-equipamentos-para-extracao-de-minerios-e-petroleo-sem-operador/"
"166","7739002","7739002","Aluguel de equipamentos científicos, médicos e hospitalares, sem operador","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739002-aluguel-de-equipamentos-cientificos-medicos-e-hospitalares-sem-operador/"
"167","7739003","7739003","Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739003-aluguel-de-palcos-coberturas-e-outras-estruturas-de-uso-temporario-exceto-andaimes/"
"168","7739099","7739099","Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","III","Não","6","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739099-aluguel-de-outras-maquinas-e-equipamentos-comerciais-e-industriais-nao-especificados-anteriormente-sem-operador/"
"169","7740300","7740300","Gestão de ativos intangíveis não-financeiros","V","Sim","15.5","Atende","alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros","fator_r_sim_sem_par","/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7740300-gestao-de-ativos-intangiveis-nao-financeiros/"
"170","7911200","7911200","Agências de viagens","III","Não","6","Atende","agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas","","/consulta-cnae/agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas/7911200-agencias-de-viagens/"
"171","7912100","7912100","Operadores turísticos","III","Não","6","Atende","agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas","","/consulta-cnae/agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas/7912100-operadores-turisticos/"
"172","7990200","7990200","Serviços de reservas e outros serviços de turismo não especificados anteriormente","III","Não","6","Atende","agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas","","/consulta-cnae/agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas/7990200-servicos-de-reservas-e-outros-servicos-de-turismo-nao-especificados-anteriormente/"
"173","8011102","8011102","Serviços de adestramento de cães de guarda","III","Não","6","Atende","atividades-de-vigilancia-seguranca-e-investigacao","","/consulta-cnae/atividades-de-vigilancia-seguranca-e-investigacao/8011102-servicos-de-adestramento-de-caes-de-guarda/"
"174","8030700","8030700","Atividades de investigação particular","V","Sim","15.5","Atende","atividades-de-vigilancia-seguranca-e-investigacao","fator_r_sim_sem_par","/consulta-cnae/atividades-de-vigilancia-seguranca-e-investigacao/8030700-atividades-de-investigacao-particular/"
"175","8121400","8121400","Limpeza em prédios e em domicílios","IV","Não","4.5","Atende","servicos-para-edificios-e-atividades-paisagisticas","","/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8121400-limpeza-em-predios-e-em-domicilios/"
"176","8122200","8122200","Imunização e controle de pragas urbanas","IV","Não","4.5","Atende","servicos-para-edificios-e-atividades-paisagisticas","","/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8122200-imunizacao-e-controle-de-pragas-urbanas/"
"177","8129000","8129000","Atividades de limpeza não especificadas anteriormente","IV","Não","4.5","Atende","servicos-para-edificios-e-atividades-paisagisticas","","/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8129000-atividades-de-limpeza-nao-especificadas-anteriormente/"
"178","8130300","8130300","Atividades paisagísticas","IV","Não","4.5","Atende","servicos-para-edificios-e-atividades-paisagisticas","","/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8130300-atividades-paisagisticas/"
"179","8211300","8211300","Serviços combinados de escritório e apoio administrativo","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8211300-servicos-combinados-de-escritorio-e-apoio-administrativo/"
"180","8219999","8219999","Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8219999-preparacao-de-documentos-e-servicos-especializados-de-apoio-administrativo-nao-especificados-anteriormente/"
"181","8220200","8220200","Atividades de teleatendimento","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8220200-atividades-de-teleatendimento/"
"182","8230001","8230001","Serviços de organização de feiras, congressos, exposições e festas","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8230001-servicos-de-organizacao-de-feiras-congressos-exposicoes-e-festas/"
"183","8230002","8230002","Casas de festas e eventos","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8230002-casas-de-festas-e-eventos/"
"184","8291100","8291100","Atividades de cobrança e informações cadastrais","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8291100-atividades-de-cobranca-e-informacoes-cadastrais/"
"185","8299701","8299701","Medição de consumo de energia elétrica, gás e água","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299701-medicao-de-consumo-de-energia-eletrica-gas-e-agua/"
"186","8299703","8299703","Serviços de gravação de carimbos, exceto confecção","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299703-servicos-de-gravacao-de-carimbos-exceto-confeccao/"
"187","8299707","8299707","Salas de acesso à internet","III","Não","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299707-salas-de-acesso-a-internet/"
"188","8299799","8299799","Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","V","Sim","15.5","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","par_fator_r","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299799-outras-atividades-de-servicos-prestados-principalmente-as-empresas-nao-especificadas-anteriormente/"
"189","8299799","8299799","Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","III","Sim","6","Atende","servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas","par_fator_r","/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299799-outras-atividades-de-servicos-prestados-principalmente-as-empresas-nao-especificadas-anteriormente/"
"190","8511200","8511200","Educação infantil – creche","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8511200-educacao-infantil-creche/"
"191","8512100","8512100","Educação infantil – pré-escola","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8512100-educacao-infantil-pre-escola/"
"192","8513900","8513900","Ensino fundamental","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8513900-ensino-fundamental/"
"193","8520100","8520100","Ensino médio","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8520100-ensino-medio/"
"194","8531700","8531700","Educação superior – graduação","V","Sim","15.5","Atende","educacao","fator_r_sim_sem_par","/consulta-cnae/educacao/8531700-educacao-superior-graduacao/"
"195","8532500","8532500","Educação superior – graduação e pós-graduação","V","Sim","15.5","Atende","educacao","fator_r_sim_sem_par","/consulta-cnae/educacao/8532500-educacao-superior-graduacao-e-pos-graduacao/"
"196","8533300","8533300","Educação superior – pós-graduação e extensão","V","Sim","15.5","Atende","educacao","fator_r_sim_sem_par","/consulta-cnae/educacao/8533300-educacao-superior-pos-graduacao-e-extensao/"
"197","8541400","8541400","Educação profissional de nível técnico","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8541400-educacao-profissional-de-nivel-tecnico/"
"198","8542200","8542200","Educação profissional de nível tecnológico","V","Sim","15.5","Atende","educacao","fator_r_sim_sem_par","/consulta-cnae/educacao/8542200-educacao-profissional-de-nivel-tecnologico/"
"199","8550302","8550302","Atividades de apoio à educação, exceto caixas escolares","V","Sim","15.5","Atende","educacao","fator_r_sim_sem_par","/consulta-cnae/educacao/8550302-atividades-de-apoio-a-educacao-exceto-caixas-escolares/"
"200","8591100","8591100","Ensino de esportes","V","Sim","15.5","Atende","educacao","par_fator_r","/consulta-cnae/educacao/8591100-ensino-de-esportes/"
